fake_name,Class
(ประเทศไทย) บจ.มาเดลีน ปาติสซีรี่ จำกัด,firm
ซิสเต็ม บจ.หวังดี จำกัด,firm
ทีเอช บจ.วีโฮม จำกัด,firm
โซลูชั่น บจ.วู้ด จำกัด,firm
แอคเซสเซอรี่ บจ.อีดีเอ็ม จำกัด,firm
2020 หจ.ประตูทอง จำกัด,firm
กรุ๊ป บจ.พีทูที เวิลด์ จำกัด,firm
บจ.จี.ที.เอ็ม.แอร์ จำกัด,firm
คอนซัลติ้ง หจ.สแคนดิเนเวียน จำกัด,firm
เอ็นจิเนียริ่ง บจ.พี เอส เทเลคอม จำกัด,firm
บจ.ธำรงไทยเอ็นจิเนียริ่ง จำกัด,firm
คอยน์ บจ.คาร์บอน จำกัด,firm
ซีเคียวริตี้ บจ.แอดวานซ์ โซลูชั่น จำกัด,firm
การศึกษาไทย บจ.นิวนอร์มอล จำกัด,firm
อินเตอร์เนชั่นแนล บจ.เมดิ จำกัด,firm
บจ.โกลบอลทริลเลี่ยนไมนิ่ง จำกัด,firm
อาร์คิเทคเจอร์ บจ.คูณ ดีไซน์ จำกัด,firm
โรด้า บจ.ลา จำกัด,firm
หจ.แปลงใหญ่ข้าวดู่,firm
(ชลบุรี) บจ.พลอย แอนด์ ภูมิ ช็อป จำกัด,firm
บจ.น่านน้ำทองเภสัช จำกัด,firm
คอร์ปอเรชั่น บจ.ฟู่ จำกัด,firm
ไนน์ บจ.เอส แอนด์ เอ็น คอนสตรัค จำกัด,firm
เพลทติ้ง บจ.เอส.เอ.พี. อินเตอร์ จำกัด,firm
ซัพพลายส์ บจ.เอชิน เอ็นจิเนียริ่ง แอนด์ จำกัด,firm
เอ็กเพรส บจ.ฟาสเตอร์ จำกัด,firm
ดีเวลลอปเมนท์ บจ.๙ สมาร์ท จำกัด,firm
บจ.เพลินพอยท์ จำกัด,firm
พิโก บจ.แพร่นคร จำกัด,firm
คอนสตรัคชั่น บจ.เอ็กซ์สเปส ดีไซน์ แอนด์ จำกัด,firm
บจ.วิสาหกิจชุมชนกลุ่มนวัตกรรมผักและสมุนไพร จำกัด,firm
คอนสตรัคชั่น หจ.เค-เธอร์ตี้วัน จำกัด,firm
เอนเตอร์ไพรส์ บจ.แมนดาลา จำกัด,firm
หจ.เจริญทวีคูณ,firm
บจ.ภรณ์ภิรมย์การค้า จำกัด,firm
เอ็กซ์เพรส หจ.ดีลส์ เอฟทูเอฟ จำกัด,firm
หจ.แปลงใหญ่อ้อยป่ากุมเกาะ,firm
ซัพพลาย บจ.อาร์ อี เอ็นจิเนียริ่ง แอนด์ จำกัด,firm
บจ.ตรีคเนชานารอท จำกัด,firm
ทราเวล หจ.อนุชา จำกัด,firm
โอคล็อค บจ.ฟรุ๊ต จำกัด,firm
ฟู้ดส์ บจ.แปซิฟิก เบฟเวอเรจส์ แอนด์ จำกัด,firm
เอนจิน บจ.ที เอนเนอร์ยี แอนด์ จำกัด,firm
2564 บจ.เอส พี เอ็น การช่าง จำกัด,firm
เกรด บจ.สตีล จำกัด,firm
(ประเทศไทย) บจ.คามูอิ เมดิคอล แมนูแฟคเจอริ่ง จำกัด,firm
แบรนด์ บจ.อภิสรา การ่า จำกัด,firm
32 บจ.บี ออนด์ จำกัด,firm
บจ.วาร์ปเปอร์ จำกัด,firm
ภูเก็ต บจ.แดนนี่ บอยส จำกัด,firm
คำหอม หจ.ระพีพรรณ จำกัด,firm
การประเมิน หจ.พิษณุโลก จำกัด,firm
โปรดักส์ บจ.เจเอ็นเอฟ ฟู้ด แอนด์ จำกัด,firm
วิสาหกิจเพื่อสังคม บจ.แอทชีวิตชีวา จำกัด,firm
ดีเวลลอปเม้นท์ บจ.จี พี แอนด์ แอล จำกัด,firm
ซัพพลาย หจ.ที.เอส.เมด จำกัด,firm
เพาเวอร์ บจ.สุพรรณิการ์ จำกัด,firm
บจ.วริศรา จำกัด,firm
บจ.ชั่งแม่นเทคโนโลยี จำกัด,firm
กรุ๊ป หจ.ไทเกอร์ 168 จำกัด,firm
ทีเค บจ.ณัฐวัตร จำกัด,firm
อินฟินิท หจ.พีดับเบิ้ลยู จำกัด,firm
1994 หจ.ทีซี จำกัด,firm
เอ็นจิเนียริ่ง บจ.ภูผา แอดวานซ์ จำกัด,firm
บจ.ลักกี้ฟาร์ม่า จำกัด,firm
บจ.อีบลิทซ์ซอฟต์ จำกัด,firm
เซอร์วิส บจ.เอ็นจีเอ โซลูชั่น แอนด์ จำกัด,firm
บจ.รวยรักทรัพย์ จำกัด,firm
โฮม บจ.เอ.บี.ดี ด็อกเตอร์ จำกัด,firm
ชอป บจ.ซี แอล บี เวิลด์ จำกัด,firm
4289 บจ.ไทย ออสเตรเลีย จำกัด,firm
บจ.จตุรมิตรอสังหาริมทรัพย์ จำกัด,firm
2021 หจ.พีอีที รีไซเคิล จำกัด,firm
สตีล บจ.พัฒนะกรุ๊ป จำกัด,firm
แฟชั่น บจ.สุจักรตรา จำกัด,firm
ไลฟ์ บจ.ดิสคัฟเวอรี่ โกลบอล จำกัด,firm
บจ.เอสทีเอ็น.โกลด์  จำกัด,firm
หจ.เอ็นเอ็มอีเอ็มเอดีวีคาเฟ่แอนด์คิทเช่น,firm
เวิรลด์ บจ.กอลิรอมิ จำกัด,firm
บจ.เจริญทรัพย์การไฟฟ้า จำกัด,firm
หจ.ทรัพย์สินดินซายน์,firm
คอสตูมเมอร์ บจ.พัฒน์รวี จำกัด,firm
พี.เอส.อาร์ หจ.ป.ปลา จำกัด,firm
(ไทยแลนด์) บจ.เทคนิคอล เซฟวิ่ง จำกัด,firm
บจ.ศ.สถาปัตย์ จำกัด,firm
พาร์ทเนอร์ บจ.วิน วิน ซัพพลาย แอนด์ จำกัด,firm
เพ็ทสยาม บจ.พิม จำกัด,firm
เดคคอร์เรชั่น บจ.ทีซีเค จำกัด,firm
บุรีรัมย์ บจ.กวงเล้ง ออโต้ เซอร์วิส จำกัด,firm
เรียลเอสเตท หจ.คัทลิน จำกัด,firm
กรุ๊ป บจ.เชอร์เวล่า จำกัด,firm
ทรานสปอร์ต บจ.โชคจิตรถาวร จำกัด,firm
อินฟินิตี้ หจ.จีพีพี จำกัด,firm
หจ.เกษตรแปลงใหญ่บ้านโคกสะอาด,firm
แคร์ บจ.เอลิคเซอร์ โฮลิสติก จำกัด,firm
2021 บจ.ศุภเกียรติ จำกัด,firm
คอร์ปอเรชั่น บจ.อิ่มยิ้ม จำกัด,firm
คอนสตรัคชั่น หจ.เอ.เกรซ จำกัด,firm
หจ.แปลงใหญ่สมุนไพรทับทิมสยาม05,firm
สเปกตรัม บจ.ดิ อัลติเมท จำกัด,firm
อินเตอร์ลอว์ บจ.ทัพหน้า จำกัด,firm
99 บจ.ธัญพร คอนสตรัคชั่น จำกัด,firm
เซอร์วิส หจ.ยชญ์สุธาคาแคร์ จำกัด,firm
เทรดดิ้ง หจ.กัปตัน จำกัด,firm
ครีเอเตอร์ บจ.เทค จำกัด,firm
บจ.เอกศิลาทรัพย์ จำกัด,firm
บจ.สายอากาศโทรคมนาคม จำกัด,firm
หจ.99รุ่งเรืองการค้า,firm
2021 บจ.อควา ทรีทเม้นท์ จำกัด,firm
บจ.ทรัพย์สถิตถาวร จำกัด,firm
บจ.แม่ไม่ปลื้ม จำกัด,firm
ของเก่าสุราษฎร์ หจ.ว.รุ่งเรือง จำกัด,firm
บจ.อันช์ซอฟต์ จำกัด,firm
เอ็นจิเนียริ่ง บจ.วีอาร์. จำกัด,firm
หจ.พืชผักปลอดภัยบ้านนาปลาจาด,firm
สยาม บจ.เดอะ ริช จำกัด,firm
มินิมาร์ท หจ.ขันทอง จำกัด,firm
แอสเซท บจ.ภูมิธารา จำกัด,firm
หจ.วิสาหกิจชุมชนปลูกพืชพลังงานบ้านปิน,firm
แคร์ บจ.อันฮุย จำกัด,firm
ซัพพลิเม้นส์ บจ.เฮลธ์ จำกัด,firm
หจ.ฟุ้งเฟื่องฟาร์ม,firm
เซกเมนต์ บจ.โฟร์ ไลท์ ไปป์ แอนด์ จำกัด,firm
คอนสตรัคชั่นแอนด์ดีไซน์ หจ.โอเวอร์เม้าท์ จำกัด,firm
ซัพพลาย บจ.เอส แอนด์ เอส อิเลคทริคอล เซอร์วิส แอนด์ จำกัด,firm
2022 บจ.ชี วัน จำกัด,firm
บจ.เฟิร์สพิค จำกัด,firm
หจ.กลุ่มข้าวแปลงใหญ่หนองหมากฝ้าย,firm
บจ.เอชีออน จำกัด,firm
บจ.อมตะหมื่นล้าน จำกัด,firm
คอนสตรัคชั่น บจ.กฤชณัฐ จำกัด,firm
กรุ๊ป หจ.ดำรงเกียรติ พรพิมล จำกัด,firm
นูเดอร์ บจ.เอสโปร จำกัด,firm
เพียวริตี้ บจ.เอนเชนติ้ง จำกัด,firm
888 หจ.บุณยภู จำกัด,firm
25 บจ.เพอร์เพคท์ สไตล์ จำกัด,firm
บจ.ดรีมทีมปอม จำกัด,firm
ซัพพลาย บจ.เอส อาร์ เอ็น เซอร์วิส แอนด์ จำกัด,firm
เอ็กซ์เพรส หจ.คาเรน จำกัด,firm
เฮลท์ บจ.แอมเพิล จำกัด,firm
ซัพพลาย บจ.มนฐิ จำกัด,firm
บจ.รุ่งศิริ168 จำกัด,firm
โซลูชั่น บจ.ออพติไมซ์ อินดัสเทรียล จำกัด,firm
โยธากิจ บจ.ช.รุ่งเรืองวัสดุ จำกัด,firm
หจ.เจอาร์สิบเจ็ด,firm
เซ็นเตอร์ บจ.โรงพยาบาลสัตว์เชียงใหม่ จำกัด,firm
หจ.จันพุ่ม,firm
555 บจ.พี แอนด์ เอ จำกัด,firm
บจ.แอปเปิ้ลสราญลาภ จำกัด,firm
เอเจนซี่ บจ.เวลล์ พร็อพเพอร์ตี้ จำกัด,firm
เดคอร์ หจ.เอ็นทีเพลส จำกัด,firm
บ้านวังน้ำบ่อ บจ.มะม่วงคุณภาพ จำกัด,firm
ทรานสปอร์ต บจ.แก้วมณี 3 จำกัด,firm
รีเสิร์ช บจ.ไออ้อนส์แลบ แอนด์ จำกัด,firm
เอ็นเตอร์เทนเมนท์ บจ.ซีดีจี จำกัด,firm
ฮอนเนช บจ.เอดี จำกัด,firm
ซูชิ หจ.อินเลิฟ จำกัด,firm
ทรานสปอร์ต บจ.เค เอ็ม เอ็ม จำกัด,firm
เพลย์ บจ.อันดามัน ฟันนี่ จำกัด,firm
หจ.วิสาหกิจชุมชนแปลงใหญ่โคกหัวเสือเกษตรพัฒนา,firm
หจ.ฟ้าใสพืชไร่,firm
กบินทร์ บจ.ที เฮ้าส์ จำกัด,firm
บีคลีน หจ.พีที จำกัด,firm
หจ.ซุปเปอร์นัท,firm
หจ.วอชอัพอิควิปเม้นท์,firm
กู่แก้ว หจ.กลุ่มนาแปลงใหญ่ดอนสวรรค์ จำกัด,firm
ไดมอน บจ.บลิงบลิง จำกัด,firm
บจ.ทองเฉลิม จำกัด,firm
ซิสเต็มส์พลัส บจ.เซอร์นิกซ์ จำกัด,firm
ทรานสปอร์ต หจ.ทีแอนด์เค จำกัด,firm
บจ.แอ๊ดเรทิฟ จำกัด,firm
เฮลท์แคร์ บจ.เอส.ทีพี จำกัด,firm
โปรดักชั่น บจ.สวัสดีเฮ้าส์ จำกัด,firm
เดอะวอล์ค บจ.เบบี้ จีเนียส จำกัด,firm
ช็อป บจ.ชีวิตดี จำกัด,firm
วัสดุภัณฑ์ หจ.ซีเอ็นพี จำกัด,firm
มานะศักดิ์นนท์ บจ.ทีแอนด์ที จำกัด,firm
หจ.เอ.เค.อัลเทอร์เนทีฟเอนเนอร์ยี่,firm
บจ.เซจเวคเกอร์ จำกัด,firm
ออฟฟิเชียล บจ.ยูนาว จำกัด,firm
โฮม บจ.เจ วาย ที จำกัด,firm
บจ.เดอะไทยเพรส จำกัด,firm
บจ.หมอตาการแว่น จำกัด,firm
1 บจ.วี แวน จำกัด,firm
เอช บจ.คอนโทรล จำกัด,firm
หจ.แปลงใหญ่ข้าวโพรงอากาศ,firm
บียอนด์ บจ.เวลล์เนส อินโนเวชั่น จำกัด,firm
โกลบอล บจ.เนเชอรัล สโตน จำกัด,firm
หจ.ทรัพย์ทวีสุข,firm
เซอร์วิส บจ.สยาม เซเว่น จำกัด,firm
สตอรี่ หจ.ทับทิม แอนด์ เฟิร์ส จำกัด,firm
เอททิเอท บจ.เวลธ์ เทค จำกัด,firm
เวลธิพลัส บจ.สินภิวัฒน์ จำกัด,firm
ออยล์ หจ.เลิศไทย จำกัด,firm
การโยธา หจ.การัณย์รุ่งเรือง จำกัด,firm
บจ.เฮลิท็อป จำกัด,firm
แฟลร์ บจ.โซลาร์ จำกัด,firm
ริช บจ.เอ็นเอส จำกัด,firm
เทคโนโลยี บจ.ซีวาย อิเล็คทริก จำกัด,firm
บจ.สแพร์จิรัฐชูส์ จำกัด,firm
แอพแพเรล บจ.โทนี่จ๊อคส์ จำกัด,firm
แอคเคาน์ติ้ง หจ.โรส จำกัด,firm
เมดิคอล บจ.ทีทีจี จำกัด,firm
545 หจ.โทนี่ จำกัด,firm
โฮลดิ้ง บจ.ไพรมัส จำกัด,firm
แล็ป บจ.ดิสคัฟเวอร์ จำกัด,firm
บจ.โคตรรวย จำกัด,firm
(ประเทศไทย) บจ.เยส สตัดดี้ เอ็ดดูเคชั่น จำกัด,firm
บิสซิเนส บจ.ต้นน้ำ จำกัด,firm
ต.เจาทอง หจ.วิสาหกิจชุมชนแปรรูปมะขามตามฤดูกาลบ้านโนนม่วง จำกัด,firm
การเกษตร บจ.เคทีเอส จำกัด,firm
กรุ๊ป บจ.ซิลเวอร์ 789 จำกัด,firm
ทรานสปอร์ต หจ.ชุมพลรุ่งเรืองกิจ จำกัด,firm
บจ.บุญเลี้ยงรวยถาวร จำกัด,firm
การเกษตร หจ.เอ็มเอ็น กรุ๊ป จำกัด,firm
คอนสตรัคชั่น บจ.เจพี เอ็นจิเนียริ่ง แอนด์ จำกัด,firm
หจ.ช.ชุติมาการโยธา,firm
ซัพพลาย บจ.พลอยนรี จำกัด,firm
2020 หจ.บุ๊ค จำกัด,firm
ฟลูอิด บจ.ไอริน จำกัด,firm
บจ.ภูมิทรัพย์อนันต์ จำกัด,firm
ต.คีรีวง บจ.แปลงใหญ่ปาล์มน้ำมัน จำกัด,firm
บจ.สายนัดดา จำกัด,firm
หจ.ฟิตเต้อร์,firm
คอร์ปอเรชั่น บจ.ทีเอสเค เทรดดิ้ง จำกัด,firm
ซูพรีเมซี บจ.ไมเคิล จำกัด,firm
กรุ๊ป บจ.ไอยรา เอ็นเนอร์จี้ จำกัด,firm
ขนส่ง บจ.เค เจ เอ จำกัด,firm
9 บจ.กัญทองคำ จำกัด,firm
หจ.บ้านนาการเกษตร999,firm
บจ.กุดเพียขอมร่วมใจพัฒนา จำกัด,firm
แอดเวอไทซิ่ง บจ.สเกลอัพ จำกัด,firm
บจ.มายเน็กซ์ จำกัด,firm
โคราช หจ.คริปโตช็อป จำกัด,firm
เทรด บจ.ดับบลิวเจ จำกัด,firm
บจ.มงคลทรานสปอร์ต จำกัด,firm
เนเชอรัลส์ บจ.อิวอลฟ์ จำกัด,firm
ธุรกิจ หจ.อคิราภ์ จำกัด,firm
โตนด หจ.กลุ่มแปลงใหญ่ข้าว จำกัด,firm
บจ.มองมูล จำกัด,firm
บจ.ชิบุโช จำกัด,firm
หจ.ริชดอทคลาวด์,firm
ซัพพลาย บจ.เจนเนอรัล ฟู้ด จำกัด,firm
ที บจ.เจเคเค คอฟฟี่ จำกัด,firm
บ้านหัวดง หจ.กลุ่มแปลงใหญ่ข้าว ม.10 จำกัด,firm
บจ.ใอลีน289 จำกัด,firm
พิจิตร หจ.สถานีรักษาสัตว์ จำกัด,firm
บจ.โคลฟออดิท จำกัด,firm
กระท่อม บจ.ดร. จำกัด,firm
ซัพพลาย หจ.ศิวกร เอ็นจิเนียริ่ง แอนด์ จำกัด,firm
สกาย บจ.สตาร์ลิท จำกัด,firm
เอ็นเตอร์ไพรส์ บจ.ทรัพย์เพิ่มพูน จำกัด,firm
เภสัช หจ.นัยยา จำกัด,firm
กรุ๊ป หจ.ปวินท์คอนสตรัคชั่น จำกัด,firm
อินเตอร์เนชั่นแนล บจ.รักษาความปลอดภัย มิชชั่น การ์ด จำกัด,firm
เอ็นจิเนียริ่ง หจ.ซีที-ออโต้เทค จำกัด,firm
บจ.เสริมศักดิ์พานิชย์ จำกัด,firm
(2021) หจ.เอสเค คอนสตรั๊คชั่น จำกัด,firm
บจ.เอ็กซ์เม็น จำกัด,firm
เธาเซินด์ บจ.ลิลล์ จำกัด,firm
บจ.สิรินพรรณ จำกัด,firm
789 บจ.เอส อาร์ เอ็นจิเนียริ่ง จำกัด,firm
บจ.มัลติมิลเลี่ยนแนร์เวิลด์ จำกัด,firm
แมเนจเม้นท์ บจ.เน็กซ์สเต็ป จำกัด,firm
ออโตพาร์ท บจ.เอ็น พี เอ. จำกัด,firm
คอนสตรัคชั่น หจ.จง888 จำกัด,firm
โปรเกรซ บจ.เดอะ ไนน์ จำกัด,firm
เซอร์วิส บจ.ทรู ดีล คอนสตรัคชั่น จำกัด,firm
บจ.อินน็อกซ์เซ่ลลา จำกัด,firm
หส.แสงเจริญ,firm
นครหลวง บจ.สุวรรณเกลียวทอง จำกัด,firm
ชัยพัฒนา บจ.เกษตรแสนล้าน จำกัด,firm
(ไทยแลนด์) บจ.เอชโอบี โซลูชั่น จำกัด,firm
บจ.ชัยภูมิไบโอรีไฟเนอรี่ จำกัด,firm
ช้อปปิ้ง หจ.888 บิ้วตี้ จำกัด,firm
หจ.ยุทธถาวรสิทธิ์,firm
คอนดิชั่นเนอร์ หจ.อาร์เจ แอร์ จำกัด,firm
ชาร์ค บจ.เดอะ สกิน จำกัด,firm
บจ.เอสทีบีบี จำกัด,firm
กรุ๊ป บจ.ไอทีเอ็มเอ็น จำกัด,firm
บจ.เบตงศิลป์ทวีชัย จำกัด,firm
คาเฟ่แอนด์โค บจ.30 วัน จำกัด,firm
2559 บจ.เคพี ซัพพลาย จำกัด,firm
(ไทยแลนด์) บจ.อาร์เอสพี เอนเนอร์จี-เอช จำกัด,firm
ต.เขาชะงุ้ม หจ.แปลงใหญ่ไม้ดอกไม้ประดับ จำกัด,firm
พร็อพเพอร์ตี้ บจ.เติง เย้ จำกัด,firm
พาร์ท หจ.เซียน ที.เอส.โมดิฟายด์ จำกัด,firm
แพ็คเก็จจิ้ง บจ.เจนเนอรอล จำกัด,firm
เอ็กซ์เพรส บจ.เดอะฟิวเจอร์ จำกัด,firm
หจ.ส.โชคดีเจริญทรัพย์999,firm
โมจิ หจ.บาร์ท แอนด์ จำกัด,firm
ธนทรัพย์ บจ.สุนทร จำกัด,firm
ช็อป บจ.ออล เอเซีย จำกัด,firm
ราษฎร์สามัคคีรุ่งเรือง หจ.แปลงใหญ่ข้าวดี จำกัด,firm
ทูเก็ทเตอร์ บจ.ริคโก้ จำกัด,firm
หจ.พงษ์สว่าง,firm
ลอว์เยอร์ บจ.เพอร์เฟค จำกัด,firm
พลาซ่า บจ.โฮมไลค์ จำกัด,firm
(ประเทศไทย) บจ.พรีเฟ่ จำกัด,firm
ภูมิ บจ.ศานติ จำกัด,firm
กัญชง บจ.บ้านตาล จำกัด,firm
บจ.พรหมภัคกร จำกัด,firm
1965 บจ.มาดาม จำกัด,firm
(ประเทศไทย) บจ.เดอะลิฟวิ่งเกียร์ จำกัด,firm
สตูดิโอ หจ.ซอฟพลัส ซูลูชั่น จำกัด,firm
หจ.แปลงใหญ่ข้าวบ้านหนองสองห้อง,firm
เทรด บจ.ย่าโม เอเซีย ฟู้ด จำกัด,firm
เฟรท บจ.กัลฟ์ อินเตอร์ จำกัด,firm
คอน บจ.ดีดีการ์เด้นส์ แอนด์ จำกัด,firm
เอ็นเตอร์ไพร์สเซส บจ.เอท ซีส์ จำกัด,firm
ทวีคูณ หจ.วีระพงษ์ จำกัด,firm
ฟรุท บจ.ชณันท์ญา เฟรช จำกัด,firm
สมบูรณ์ทรัพย์ บจ.ประสาทพร จำกัด,firm
ต.ด่าน หจ.วิสาหกิจชุมชนนาแปลงใหญ่บ้านด่าน หมู่ 3 และหมู่ 10 จำกัด,firm
กรีนออยล์ บจ.อัสรี จำกัด,firm
หจ.สองแควรุ่งเรือง,firm
ทู บจ.ดับบลิวเอชเอ เคดับบลิว จำกัด,firm
หจ.ภาวิพัฒน์,firm
โกลด์ บจ.ดีเค จำกัด,firm
มีเดีย บจ.เดอะ ซัคซีดเดอร์ จำกัด,firm
ยูเนี่ยนเทรด บจ.ฟูจิสตาร์ จำกัด,firm
การ์ด บจ.บิ๊กบอล จำกัด,firm
บีแอลพี บจ.บีเค จำกัด,firm
บจ.ไดนามิกส์มั่งคั่ง จำกัด,firm
ซัพพลาย บจ.เคอาร์ที โดเมสติก อิมพอร์ต แอนด์ เอ็กพอร์ต จำกัด,firm
โกลด์ หจ.เชน วู้ด จำกัด,firm
จี บจ.โมโตลิโม่ ดับบลิว เอ จำกัด,firm
หจ.โตทรัพย์สุข,firm
คอนสตรัคชั่น หจ.ทีบีเอ็น จำกัด,firm
เทค บจ.แอ็พโซลูท เอ็นเนอร์จี จำกัด,firm
บจ.จันดารามาร์เก็ตติ้ง จำกัด,firm
บจ.เอ็กซ์ลีฟเมท จำกัด,firm
บจ.จับมือเจริญ จำกัด,firm
เอ็กซ์ปอร์ต หจ.ทีที.อิมปอร์ต จำกัด,firm
บจ.นอร์เดน-เอเซีย จำกัด,firm
ก่อสร้าง บจ.ภวรัญชน์ จำกัด,firm
บจ.ฐาปดา จำกัด,firm
คอนสตรัคชั่น บจ.เนรมิต โชคอนันต์ จำกัด,firm
ซิสเต็มส์ บจ.จี พี แอนด์ แอล ลอนดรี้ จำกัด,firm
บจ.ซาฟารีคิงด้อม จำกัด,firm
เอ็นจิเนียริ่งแอนด์คอนสตรัคชั่น หจ.โอเวอร์แมทช์ จำกัด,firm
เซอร์วิส หจ.มิตรมาตย์ จำกัด,firm
กรุ๊ป บจ.อาร์เอ็นพี จำกัด,firm
หจ.นาแปลงใหญ่ท่ามะขาม,firm
168 บจ.มาย จำกัด,firm
โฮลดิ้ง บจ.สิบเอ็กซ์กรุ๊ป จำกัด,firm
เทิร์นคีย์ บจ.ไอ ดีไซน์ จำกัด,firm
เซอร์วิส บจ.รวยทรัพย์ จำกัด,firm
ซิตี้ บจ.9ดี จำกัด,firm
การโยธา บจ.เอ็มเอสเอส จำกัด,firm
เทรดดิ้ง บจ.โซว เรปไทย จำกัด,firm
แอคเคาน์ติ้ง บจ.แทคทีม จำกัด,firm
พร็อพเพอร์ตี้ บจ.โฮมลิฟวิ่ง จำกัด,firm
บจ.บางกอกยูนิเวอร์แซล จำกัด,firm
บจ.วีไอพีแอนิมอลแคร์ จำกัด,firm
บจ.หยู่ฉู จำกัด,firm
คอร์ปอเรชั่น บจ.เอลซี่ จำกัด,firm
2 หจ.นาแปลงใหญ่ข้าวบ้านดงบังใต้ หมู่ จำกัด,firm
บจ.ซีอีโอคอสเมด จำกัด,firm
หจ.โพนทองฟาร์ม,firm
แชนแนล บจ.ภูเขา จำกัด,firm
บจ.ริชการบัญชีธุรกิจ จำกัด,firm
(ไทยแลนด์) บจ.โมเทค มอเตอร์ จำกัด,firm
มาร์ท บจ.ริโก้ส์ จำกัด,firm
หจ.บ้านไร่พัฒนาแพะแกะ,firm
บจ.พีเควิริยะ888 จำกัด,firm
ดีไซน์ บจ.ร่มโพธิ์ ลิฟวิ่ง จำกัด,firm
เฮ้าส์ บจ.เบคอน จำกัด,firm
พลัส บจ.เคแมน จำกัด,firm
ทรานสปอร์ต หจ.แมค วีแคร์ จำกัด,firm
เซอร์วิส บจ.พี789 เซลล์ แอนด์ จำกัด,firm
วิศวกรรมเซอร์วิส หจ.ปิติ จำกัด,firm
ฟาร์ม บจ.999 จำกัด,firm
บจ.ทีซี.รีเทล จำกัด,firm
เมืองตราด บจ.ช.ที.เอ็ม.ลิซซิ่ง จำกัด,firm
1 บจ.โคลเวอร์ กรีน จำกัด,firm
(ประเทศไทย) บจ.เอ็กเซลเล้นท์ เมดิคอล เทคโนโลยี จำกัด,firm
อินเตอร์เทรด บจ.สกายลิงค์ จำกัด,firm
ช้างใหญ่ หจ.แปลงใหญ่ จำกัด,firm
บจ.มีเฮลตี้เนสเซอร์วิส จำกัด,firm
เทรดดิ้ง บจ.ยูน ซ่าง จำกัด,firm
บจ.เพ็ญพร จำกัด,firm
(ประเทศไทย) บจ.เดลิเวอรี่ ฮีโร่ คิทเช่นส์ จำกัด,firm
ต.บ้านโสก หจ.วิสาหกิจชุมชนแปลงใหญ่ข้าว ม.10 จำกัด,firm
2021 บจ.บีบีพี กรุ๊ป จำกัด,firm
บจ.ช่างทองสุโขทัย จำกัด,firm
มอเตอร์ไฟฟ้า หจ.พี.เค. จำกัด,firm
คาร์ หจ.ไชยเหมียง เรนท์ อะ จำกัด,firm
ก้าวหน้า บจ.ถุงเงิน ถุงทอง จำกัด,firm
(ไทยแลนด์) บจ.ฮุนได อีวีที จำกัด,firm
หจ.แปลงใหญ่ลำไยแท่นคำ,firm
(ประเทศไทย) บจ.ยุนเอ็กซ์เพรส จำกัด,firm
ดีลบล็อค หจ.ทริปเปิลเอ จำกัด,firm
พลัส บจ.โนเวชั่น จำกัด,firm
เอ็กซ์เพรส บจ.ดั๊บเบิ้ล พี จำกัด,firm
ต.ท่าสะอาด หจ.วิสาหกิจชุมชนแปลงใหญ่ข้าว ม.10 จำกัด,firm
1987 บจ.ออลอิน เอ็นจิเนียริ่ง จำกัด,firm
พาร์ท หจ.พีเอสเค เทรดดิ้ง จำกัด,firm
บจ.วิสาหกิจชุมชนปลูกหญ้าเนเปียร์ขุนตาล2 จำกัด,firm
เพาเวอร์ หจ.กราฟฟิก จำกัด,firm
โซลูชั่น บจ.เคเอ็นพี โปรแกรม จำกัด,firm
(ประเทศไทย) บจ.โดเมสติก168 จำกัด,firm
มิโคนอส บจ.วิลล่า จำกัด,firm
บ้านหนองปล่อง หจ.แปลงใหญ่ข้าว หมู่ 1 จำกัด,firm
ซัพพลาย หจ.พิทักษ์ เซอร์วิส แอนด์ จำกัด,firm
ก่อสร้าง บจ.ธีระพลัส จำกัด,firm
บจ.ทรินิทรี จำกัด,firm
เอ็นจิเนียริ่ง บจ.ริชโกลด์ อาร์ต แอนด์ จำกัด,firm
บจ.เจเจแอนด์เจ จำกัด,firm
คอนสตรัคชั่น บจ.ธิรา จำกัด,firm
โบรกเกอร์ หจ.สุพา ซัพพลาย แอนด์ จำกัด,firm
(ประเทศไทย) บจ.วีริช 888 จำกัด,firm
หจ.วิสาหกิจชุมชนแปลงใหญ่อ้อยภูแลนคา,firm
เอ็นทาเนีย บจ.เค จำกัด,firm
บจ.เด็กไทยค้าข้าวเทรดดิ้ง จำกัด,firm
เคมีคอล บจ.พูนทวี จำกัด,firm
บจ.บีเบอลิน จำกัด,firm
เอเชีย บจ.ดับเบิ้ลยูพี จำกัด,firm
บจ.มิกะวาริ จำกัด,firm
บจ.ปิยะอนันต์ จำกัด,firm
หจ.โชคสมัยคอนกรีต,firm
ซิสเต็ม บจ.อินเตอร์เฟล็กซ์ จำกัด,firm
หจ.บูรณ์นิวการค้า,firm
กรุ๊ป บจ.นีโอชัวร์ จำกัด,firm
เอเจนซี่ หจ.นามดี จำกัด,firm
บจ.ผักสวนครัว จำกัด,firm
2019 หจ.จักรพันธ์ คอนสตรัคชั่น จำกัด,firm
หจ.ห้างทองพลอยเพชร,firm
พลัส บจ.ออลล์ ธิงค์ จำกัด,firm
หนองหอยเหนือ หจ.นาแปลงใหญ่ จำกัด,firm
