name,Class
บจ.ทศกัญช์โปรดักส์ จำกัด,firm
หจ.มีตังสมใจ ซัพพลาย 99,firm
หจ.ช. แพทย์ การช่าง,firm
บจ.บีที. หม้อแปลงไฟฟ้า จำกัด,firm
บจ.บ้านปาล์มบีช 2021 จำกัด,firm
หจ.พนารุ่งเรืองกิจวู๊ดชิพ แอนด์ พาเลท,firm
บจ.ภัททา 147 จำกัด,firm
บจ.เอสพีการบัญชีและกฎหมาย จำกัด,firm
บจ.พร้อม เพอเฟค จำกัด,firm
บจ.แอลซี ดีไซน์ จำกัด,firm
หจ.พีพีเอ็ม เทเลคอม,firm
บจ.ดิ เอนทรี จำกัด,firm
บจ.เจ อีลิท จำกัด,firm
บจ.ซีเอ็มพี พรีเมี่ยม พาร์ทส แอนด์ เซอร์วิส จำกัด,firm
หจ.กระท่อม กรีนทรี,firm
หจ.วชิรศักย์ซัพพลาย,firm
บจ.เดอะ ซิตี้ ภูเก็ต จำกัด,firm
บจ.พี แอนด์ เอ็น เพ็ชรจรูญ (2021) จำกัด,firm
บจ.วีเดฟเซค จำกัด,firm
บจ.เดอะแฮปปี้ฟู้ด แฟคทอรี่  จำกัด,firm
หจ.เครือข่ายวิสาหกิจชุมชนเกษตรกรผู้เลี้ยงโคเนื้อ ต.ศรีสุขสำราญ,firm
บจ.พนาชัย เอ็นจิเนียริ่ง 2020 จำกัด,firm
บจ.ไทยริชชี่ บี ฟาร์ม จำกัด,firm
บจ.ประทุมมา แอสเสท จำกัด,firm
บจ.ฟูลเฮมพ์ จำกัด,firm
บจ.แจน พร็อพเพอร์ตี้ จำกัด,firm
บจ.ทวิสเตอร์ มารีน แอนด์ ออฟชอร์ จำกัด,firm
บจ.หูหิ้ว จำกัด,firm
บจ.บ้านพัทยา 189-13 จำกัด,firm
บจ.ออมโซ คอนเซ็ปต์ กรุ๊ป จำกัด,firm
บจ.ริชทูโก จำกัด,firm
บจ.เดชากิจศิริ จำกัด,firm
บจ.อาร์ทูเอ็ม อินเตอร์เนชั่นแนล จำกัด,firm
บจ.รวบกำลาภ จำกัด,firm
บจ.ศิริ แอร์คอน  จำกัด,firm
บจ.คิง ยามา กรุ๊ป จำกัด,firm
บจ.ดิ เอลลิเฟ้นท์ พัทยา จำกัด,firm
หจ.เสรีย์ปรียา การโยธา,firm
บจ.สยามมีส เอ็กซ์แทรคท์ชั่น จำกัด,firm
บจ.ซี.บี.วาย. จำกัด,firm
บจ.บุญถาวร คอปเปอร์ จำกัด,firm
บจ.เสืออ้วน จำกัด,firm
หจ.กฤษฎาน้ำบาดาลเชียงราย,firm
บจ.คาร์ลักซ์ แม่ปิง จำกัด,firm
บจ.บุญช่วย เฮลท์ธี จำกัด,firm
หจ.เจ เจ แก๊ส,firm
บจ.ไลออน แอนด์ ดรากอน (2021) จำกัด,firm
หจ.บีเอ็น แอนด์ ซี (2021),firm
หจ.คิงส์ 1990,firm
บจ.สยามมั่นคง การค้าและขนส่ง จำกัด,firm
บจ.อิมเมจิ้น แพลน เอ จำกัด,firm
บจ.ยูริฮาน โลจิสติกส์ จำกัด,firm
บจ.ส.ชินราช โกลด์ จำกัด,firm
หจ.สมนึกเครื่องใช้ไฟฟ้า 2020,firm
หจ.เค แอนด์ เค ก่อสร้างการโยธา,firm
บจ.จี.พี.แซนนิไทเซอร์ จำกัด,firm
บจ.แกลมเมอร์เซีย จำกัด,firm
บจ.ทีเอ็นพี. เดคคอเรชั่น แอนด์ ซิสเต็มส์ จำกัด,firm
บจ.โอฟ่า แฟชั่น จำกัด,firm
บจ.เอสดับบลิวเค โลจิสติกส์ จำกัด,firm
หจ.เคเอฟเจ เทคโนโลยี,firm
บจ.ซีซั่นแคร์ จำกัด,firm
บจ.เจพีเอส เฮ้าส์ซิ่ง จำกัด,firm
บจ.โบ้ พัทยา ทัวร์ จำกัด,firm
หจ.แปลงใหญ่ข้าวโพธิ์ตาก59,firm
บจ.เจ เอส ทู พี จำกัด,firm
หจ.ภาคภูมิ,firm
หจ.เด่นรักส์ โกลบอล ลิงก์,firm
บจ.พรมณีธรรม888 จำกัด,firm
บจ.อาร์พริมา จำกัด,firm
บจ.สควิดเด้อคิง จำกัด,firm
หจ.ดีนิรัญ ฟูดส์,firm
หจ.เพจ 3 นิวส์ ไทย,firm
บจ.เฟอร์นิช อิมพอร์ต จำกัด,firm
หจ.เอ็ม.พี.นานาภัณฑ์,firm
บจ.คูลเฮดสทอร์ จำกัด,firm
บจ.เอ เค ที เวลตี้ จำกัด,firm
บจ.เลเบิล แลป จำกัด,firm
หจ.ชีส เมคเกอร์ (ไทยแลนด์),firm
บจ.พรูเด็นเชียล อิมพอร์ต แอนด์ เอ็กซ์พอร์ต จำกัด,firm
บจ.อาร์.ที.ดี. คันซัลทิง จำกัด,firm
บจ.ชนัศชัยดีเซล แอนด์ เซอร์วิส จำกัด,firm
หจ.ตั้งต้นต่อ 2021,firm
บจ.ซีเค เทค - อินโนเวชั่น จำกัด,firm
บจ.พีเอส มิราเคิล โฮลดิ้ง จำกัด,firm
บจ.แปลงใหญ่ข้าว  ม.4  ต.เปือย จำกัด,firm
บจ.อะคาเดมี่ เทอร์มินอล จำกัด,firm
หจ.จี.เค. มิตรทวี,firm
บจ.น้ำดื่มซากุระ ชิ จำกัด,firm
หจ.สายธารรัก,firm
บจ.เพอร์เฟคท์ ริชชี่ มหามงคล จำกัด,firm
หจ.บางพรม อมูเลท,firm
บจ.กู๊ด โกลบอล เซอร์วิสเซส อินเตอร์เนชั่นแนล จำกัด,firm
บจ.เอชเอ็มเอ็กซ์ เทคโนโลยี จำกัด,firm
หจ.เกษตรแปลงใหญ่บ้านดู่,firm
บจ.รักษาความปลอดภัย วีพีจี จำกัด,firm
หจ.บัญชารุ่งเรืองก่อสร้าง,firm
หจ.เดอะวัน อะโกรเฟรช,firm
บจ.ศิศิธนาพัฒน์ จำกัด,firm
หจ.บ้านละลมระไซร์,firm
บจ.ส.รุ่งเรือง ลิสซิ่ง จำกัด,firm
บจ.เมกะ ชาร์จ จำกัด,firm
บจ.เจ ฮาบิแทท จำกัด,firm
หจ.นครเมืองพร้าว ขนส่ง,firm
บจ.เพอเพิล อีเลฟเฟนท์ จำกัด,firm
หจ.ทองซุกรัน 2,firm
บจ.เอ.เอส. สตีล จำกัด,firm
หจ.อำปีลพืชผล,firm
หจ.ยูพลัส คอนสตรัคชั่น กรุ๊ป,firm
บจ.เพชรพิจิตรแปลงใหญ่ข้าวโพดเลี้ยงสัตว์ จำกัด,firm
บจ.ณัชธันย์นกร จำกัด,firm
บจ.มุ่งมั่น มาร์เก็ตติ้ง จำกัด,firm
บจ.ซีนิธ คอร์ปอเรชั่น จำกัด,firm
บจ.โบวี่ แอนด์ ดาว เทรดดิ้ง จำกัด,firm
บจ.ยี่ถิง แพคเกจจิ้ง แมททีเรียล (ไทยแลนด์) จำกัด,firm
บจ.สยาม ควาลิตี้ ดีเซล พาร์ท จำกัด,firm
บจ.อินทิเกรทีฟ เมดิก จำกัด,firm
หจ.วิสาหกิจชุมชนกลุ่มส้มเขียวหวานแปลงใหญ่แม่สิน,firm
บจ.ทองกองเอ็นจีเนียริ่ง จำกัด,firm
บจ.เอ็มอาร์. เมดิคอล แคร์ เซ็นเตอร์ จำกัด,firm
บจ.ซีพีเอส แวร์เฮาส์ จำกัด,firm
บจ.ธิดาเกษตร เฟอร์ติไลเซอร์ จำกัด,firm
บจ.ออสการ์ เทรดดิ้ง แอนด์ ดีเวลลอปเม้นท์ จำกัด,firm
บจ.สตาร์ วีซ่า อินเตอร์เนชั่นแนล เซอร์วิส จำกัด,firm
บจ.ทีดี พันล้าน จำกัด,firm
บจ.เมส โกลบอล คอนซัลติ้ง จำกัด,firm
หจ.ศิวกรก่อสร้าง,firm
หจ.พรภัทร ออยล์ (2021),firm
บจ.จันทร์สิริ แก๊ส จำกัด,firm
บจ.วูลฟี่ซอฟท์ จำกัด,firm
บจ.เคซี เอ็กซ์ปอร์ต 2008 จำกัด,firm
บจ.ห้างค้าทอง ตั้งใจรวย เฮง เฮง เฮง จำกัด,firm
บจ.วันใหม่ใหม่ จำกัด,firm
หจ.เพ็ชร์น้อย สโตเรจ เซอร์วิส,firm
บจ.เอ็มแอลเค วิลลาส์ จำกัด,firm
บจ.วิชั่นนารี เอ็นเตอร์ไพรส์ จำกัด,firm
บจ.บ้านสวนมีชัย จำกัด,firm
บจ.พร็อพส์สโตร์66 จำกัด,firm
หจ.ปาง เปา บีช,firm
บจ.เจพี พาวเวอร์ จำกัด,firm
บจ.ไลฟ์กู๊ดส์ อินเตอร์กรุ๊ป จำกัด,firm
บจ.ที ที เพลส 1994 จำกัด,firm
บจ.เพียวแทนมาสค์ จำกัด,firm
หจ.ทุ่งกุลาไรซ์2021,firm
บจ.วายเอส โปรเฟสชันแนล จำกัด,firm
บจ.มาลินเฮิร์บ จำกัด,firm
บจ.มิตรสัญญา จำกัด,firm
บจ.สุโก้ย   คอร์ปอเรชั่น จำกัด,firm
บจ.ต้นเกด วิศวกรรม จำกัด,firm
บจ.เอดีเอพี ลีเกิล จำกัด,firm
บจ.เลิฟ อีส มอร์ จำกัด,firm
บจ.มิลเลนเนียลส์ คอร์ปอเรชั่น จำกัด,firm
บจ.เพ็ท ฮาเวส อินเตอร์เนชั่นแนล จำกัด,firm
หจ.มาดามขายที่ดิน 2021,firm
บจ.อาภาญา จำกัด,firm
บมจ.อาร์ เอส เอส 2016 จำกัด (มหาชน),firm
หจ.ช่าง สรรค์สร้าง,firm
หจ.ธาดาสกุลสิริ เฮ้าส์,firm
หจ.อ๊อด บางไทรบริการ,firm
หจ.ทิปชอป สโตร์,firm
บจ.รีช ออล เดย์ จำกัด,firm
หจ.นันทชัย โลจิสติกส์,firm
หจ.เชียงใหม่ทรัพย์เจริญ,firm
บจ.ใส่สวย คอลเลคชั่น จำกัด,firm
บจ.พนา กรีน จำกัด,firm
บจ.สมาร์ท ดี เทค จำกัด,firm
บจ.โมเดนซ์ คอนเซ็ปซ์ จำกัด,firm
บจ.นิติพันธ์ คอนสตรัคชั่น จำกัด,firm
บจ.ไล้ท์แอนด์ไบร์ท จำกัด,firm
บจ.แวร์เฮาส์ 2 บิ้ว จำกัด,firm
บจ.ตั้งเจริญเมืองใหม่ จำกัด,firm
หจ.นรินทร์ เอ็กเพรส,firm
บจ.ปรัชชาวดี จำกัด,firm
หจ.บีเอ็มเกษตรยนต์,firm
บจ.ซี บี ดี ยูนิตี้ จำกัด,firm
บจ.เจ.เอ็ม.ที. ชิปปิ้ง จำกัด,firm
บจ.ตัวหมี่ตัว อินเตอร์เนชั่นแนล  จำกัด,firm
บจ.นาแปลงใหญ่แก้มลิงหนองสมอใส (บางคู้) จำกัด,firm
บจ.เค พี บี แอร์ แอนด์ อิเล็คทริค เซอร์วิส จำกัด,firm
บจ.เคทีพีจี กรุ๊ป จำกัด,firm
บจ.รักษาความปลอดภัย พี.เอ. การ์ด โปรเทคชั่น จำกัด,firm
บจ.ทองแกมแก้ว คอนสตรั้คชั่น จำกัด,firm
บจ.เฮิร์บ แอนด์ เฮมพ์ จำกัด,firm
บจ.อุตสาหกรรมเกษตรพันธุ์ไท จำกัด,firm
บจ.ทีน่า เทรดดิ้ง จำกัด,firm
บจ.ซีเอ็นอาร์ มอเตอร์ ไบค์ จำกัด,firm
บจ.พาทรัพย์ เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด,firm
บจ.เอ. อี. เอ็นจิเนียริ่ง ซิสเต็ม เวิร์ค จำกัด,firm
บจ.โกรท อินโนเวชั่น จำกัด,firm
หจ.แฟมิลี่  แอคเคาน์ติ้ง,firm
บจ.มีดีทุกวัน จำกัด,firm
หจ.พีจีโอ เทรดดิ้ง,firm
บจ.กรพิสิษฐ์ คอนสตรัคชั่น จำกัด,firm
บจ.เอ็ม เจเนอเรท จำกัด,firm
บจ.จีที ออล์ จำกัด,firm
บจ.ด็อกเตอร์เอสพลัส จำกัด,firm
บจ.ยูจีวัน จำกัด,firm
บจ.เอสทีอาร์ สินทร์ธิรัตน์ ดีไซน์ แอนด์ คอนสตรัคชั่น จำกัด,firm
บจ.เอลจี อินทีเรียร์ ดีไซน์  จำกัด,firm
บจ.แพลน 66 ครีเอทีฟ แอนด์ ดีไซน์ จำกัด,firm
บจ.เวลธ์ โฮม พร็อพเพอร์ตี้ จำกัด,firm
หจ.ฮามันนี่,firm
บจ.ไฮคัทส์ ฟู้ด จำกัด,firm
บจ.ชิกะ จำกัด,firm
บจ.บางกอกออนไลน์เทคโนโลยี จำกัด,firm
หจ.เจเอฟ-แฟบริค,firm
บจ.เดอะ เบสท์ แอสเซสเมนท์ จำกัด,firm
บจ.ซีม ซีม สตูดิโอ ดีไซน์ แอนด์ รีโนเวท จำกัด,firm
บจ.พีทูพี เดคคอเรชั่นแอนด์ดีไซน์ จำกัด,firm
บจ.ไรส์ แอสเซท จำกัด,firm
บจ.อริยะทรัพย์ ออโต้ ฟิล์ม จำกัด,firm
หจ.ซีพีเอ็น  บิ้วเดอร์,firm
บจ.อาร์ซีเค เชียงใหม่ จำกัด,firm
บจ.แมวน้ำ จำกัด,firm
บจ.สิงห์ โพรเกรส จำกัด,firm
บจ.โกลด์สมิทธิ์ บาย เอ็น.ที. จำกัด,firm
บจ.เจริญยิ่ง เพอร์เฟค พร็อพเพอร์ตี้ จำกัด,firm
บจ.ชูวีดูแก๊ส จำกัด,firm
บจ.พงค์ภูคา จำกัด,firm
บจ.อีซี่ ยูทู ดีไซน์ แอนด์ เซอร์วิส จำกัด,firm
บจ.โรลลิ่งแบร์ จำกัด,firm
บจ.อาร์ พี แอล แพ็คเกจจิ้ง โปรดักส์ จำกัด,firm
บจ.เอ็ดดูพลอยส์ เกมแอนด์ทอย จำกัด,firm
บจ.พี.พรอสพีริตี้ ฟู้ด แอนด์ เบฟเวอเรจ จำกัด,firm
บจ.เฟรนด์ลี่ เฟรนด์ สตูดิโอ จำกัด,firm
บจ.ไลฟ์พลัส คลินิก จำกัด,firm
บจ.พีแอนด์ดี อินเตอร์เนชั่นแนล จำกัด,firm
หจ.กิตติ์กานต์ ออแกไนซ์ แอนด์ ซัพพลาย,firm
บจ.รักษาความปลอดภัย พีพีแอนด์จี โปรการ์ด จำกัด,firm
หจ.เคแอนด์เอ็ม เอซีซี เซอร์วิส,firm
บจ.เดอะ บริโอ้ คอมปะนี (ประเทศไทย) จำกัด,firm
บจ.บีลีฟ สุขุมวิท113 จำกัด,firm
บจ.โฟกัสเฮ้าส์ ดีไซน์ แอนด์ คอนสตรัคชั่น จำกัด,firm
หจ.สมบูรณ์บาดาล 1999,firm
หจ.ดี แอคเคาน์ การบัญชีและกฎหมาย,firm
หจ.รัชพงษ์พิสิฐฟาร์ม,firm
หจ.จิรายุ ออโต้เทรดดิ้ง,firm
บจ.สเพรด สเปซ จำกัด,firm
บจ.พีเอ็มซี โพรไวเดอร์ เซอร์วิส จำกัด,firm
บจ.ลักกี้ มี อินเตอร์เทรด จำกัด,firm
บจ.การ์เด้น วิลเลจ5  42บี จำกัด,firm
บจ.แววเดือน การ์เด้นท์ จำกัด,firm
บจ.เอ็น พี โค้ดดิ้ง จำกัด,firm
บจ.ไอเอสทีอีซี เอ็ดดูเคชั่น จำกัด,firm
บจ.ดรีม โฮม เอสเตท (ไทยแลนด์) จำกัด,firm
บจ.มันสำปะหลังแปลงใหญ่วังม่วง จำกัด,firm
บจ.ดับเบิ้ลยู.เอ็น.พี เซอร์วิส จำกัด,firm
หจ.โฟร์ พีเอ็ม,firm
บจ.บีวิทเชด เกม จำกัด,firm
หจ.พิมพ์สา.เอ็นจิเนียริ่ง,firm
บจ.เดอะ ธรี พีส จำกัด,firm
บจ.โชว์ ออฟ เฮ้าส์ จำกัด,firm
บจ.บ้านเก่ารถบ้าน จำกัด,firm
บจ.พีเอสเอฟ อินเตอร์เนชั่นแนล กรุ๊ป จำกัด,firm
บจ.ไอที. ท๊อปเท็น จำกัด,firm
หจ.เก่ง ณ นคร 1808,firm
บจ.มั่งมีอินฟินิท จำกัด,firm
หจ.ลีวิทยุ เซอร์วิส,firm
บจ.สลากสิงห์ ลอตเตอรี่ ออนไลน์ จำกัด,firm
หจ.ทรีปาลาวัน พร็อพเพอร์ตี้,firm
หจ.วิสาหกิจชุมชนแปลงใหญ่ข้าว ม.6 พนมเศษ,firm
บจ.ดับบลิวเอส เทค จำกัด,firm
บจ.เบสท์ โค้ท โซลูชั่น จำกัด,firm
บจ.รมณ คอนสตรัคชั่น 2015 จำกัด,firm
บจ.บารมี 365 จำกัด,firm
บจ.มันสำปะหลังบ้านเขาปลาร้า จำกัด,firm
หจ.วิสาหกิจชุมชนนาแปลงใหญ่บ้านดงแดง หมู่ 4 หมู่ 9 หมู่ 12 ต.ด่าน,firm
หจ.ธีระ สตูดิโอ,firm
บจ.เอสทีเอ อิเลคทริคส์ กรุ๊ป จำกัด,firm
หจ.เอ็มเคดี 1996,firm
บจ.ไนน์ เอเจนท์ จำกัด,firm
บจ.อมรพัฒนาพาณิช จำกัด,firm
บจ.แฮปปี้ลิเชียส จำกัด,firm
บจ.ออลล์ อิน สตาร์ จำกัด,firm
หจ.ชุมชนประมงและบริการ,firm
บจ.พีพี ซันดราย จำกัด,firm
บจ.อินฟินิตี้ ฟอร์ส จำกัด,firm
บจ.โกลด์ สมายด์ เมมโมรี่ จำกัด,firm
บจ.95คริปโต จำกัด,firm
บจ.ดีมิเทอร์ 789 จำกัด,firm
บจ.เอ แอนด์ เอ ฟาร์มาซี กรุ๊ป จำกัด,firm
บจ.เอ็นเอส33 จำกัด,firm
บจ.เอเชียติค เมดิคอล จำกัด,firm
บจ.เคทีวี ออนไลน์ จำกัด,firm
บจ.พีทีซี เอนเนอร์ยี่ จำกัด,firm
หจ.โรงรับจำนำย่งล้ง 2021,firm
บจ.อีจี อีลิท โกลบอล จำกัด,firm
บจ.ว้าว คลินิกเวชกรรม จำกัด,firm
บจ.สยามสัมพันธ์ เฮลท์แคร์ จำกัด,firm
บจ.เอส.ยู.คอนสทรัคชั่น จำกัด,firm
บจ.จี พาวเวอร์ คอนโทรล จำกัด,firm
บจ.วรรณกานต์ กาแฟ จำกัด,firm
บจ.แมทาไซเอนซ์ จำกัด,firm
บจ.เลอ ด็อกเตอร์ จำกัด,firm
หจ.อุ่นทิพย์,firm
บจ.บัญชาเมตต์ฟาร์ม จำกัด,firm
บจ.อีดีที โลจิสติกส์ จำกัด,firm
บจ.ชางฟู่เฉิน จำกัด,firm
บจ.ไวท์เฮ้าส์ คอสเม่ จำกัด,firm
บจ. ชูเกียรติ ควิก แคช  จำกัด,firm
บจ.คสุนา จำกัด,firm
บจ.ไอบีเอสวาย จำกัด,firm
บจ.ยูแคร์ เมดิคอล จำกัด,firm
บจ.คลิโอ เซ็นเตอร์ พลัส จำกัด,firm
บจ.กฤศโภคิน  คอนสตรัคชั่น จำกัด,firm
บจ.เพกาซัส แพ็คเกจ จำกัด,firm
บจ.ยูโรปา แอนด์ โค จำกัด,firm
บจ.ฮัลโหล ด็อก จำกัด,firm
บจ.เคดี56 จำกัด,firm
บจ.เทเนเทค จำกัด,firm
บจ.ไอ แอนด์ โอ ชิปปิ้ง จำกัด,firm
หจ.หาดใหญ่ แบ็คแพ็คเกอร์ โฮสเทล,firm
บจ.สยาม ซีวิล คอนซัลแตนท์  จำกัด,firm
บจ.เดอะ เบสท์ พร็อพเพอร์ตี้168 จำกัด,firm
บจ.เค เจ เอส พร็อพเพอร์ตี้ แอนด์ ดีเวลลอปเม้นท์ จำกัด,firm
หจ.มิลิน ชอป,firm
หจ.ชัยบดินทร์,firm
บจ.เฮงเจริญทรัพย์ จำกัด,firm
บจ.เอส.เค.อะกริเทค จำกัด,firm
บจ.ไซต์ สตูดิโอ อาร์คิเทคท์ จำกัด,firm
หจ.แปลงใหญ่มะม่วงปางมะผ้า,firm
หจ.ส.เจริญทรัพย์ 9999,firm
หจ.เชียงรายเอ้าท์ดอร์แอนด์แค้มปิ้ง 2020,firm
บจ.แอค อาร์ต มีเดีย เฮ้าส์ จำกัด,firm
บจ.แกรนด์ ริช อินเตอร์พลัส จำกัด,firm
บจ.เจริญเงินเร็ว เขมราฐ จำกัด,firm
บจ.เอทีเจ468 จำกัด,firm
บจ.มีสุข ไอที เอ็นเตอร์ไพรส์ จำกัด,firm
บจ.วาณิชย์ คอนกรีต แอนด์ ดีเวลลอปเปอร์ จำกัด,firm
บจ.โอเอฟเอ็ม กรุ๊ป จำกัด,firm
หจ.นัสรีน ฟาร์ม,firm
หจ.พรสวรรค์ แอคเค้าท์ติ้ง,firm
หจ.เนสท์ คอนสตรัคชั่น 2016,firm
บจ.นัมเบอร์วัน คิทเช่นแวร์ จำกัด,firm
บจ.ลัคกี้ ออโต้ คาร์ จำกัด,firm
หจ.วรินทร ทรานสปอร์ต,firm
บจ.อีเว้นท์ แมนเนจเม้นท์ วิลสัน จำกัด,firm
หจ.มั่งมี ทรัพย์เจริญ,firm
บจ.ห่อเกี๊ยว ฟู้ด จำกัด,firm
บจ.ออโต้โมทีฟ ดิสทรีบิวชั่น 2021 จำกัด,firm
บจ.น้ำชี จำกัด,firm
บจ.วีซ่า เฮลพิ้ง พ้อยท์ โฮลดิ้ง จำกัด,firm
บจ.เมลโล่ กรุ๊ป โฮลดิ้งส์ จำกัด,firm
บจ.ณ ลำภู จำกัด,firm
หจ.วี อาร์ การ์เด้นเนอร์ส,firm
บจ.ทีเอเค21 จำกัด,firm
บจ.วันตัน แอนด์ โค จำกัด,firm
บจ.หัวใจครับ จำกัด,firm
หจ.พี. 12 คอนสตรั๊คชั่น,firm
บจ.ยู ไพรซ์ อินเตอร์เทรด จำกัด,firm
หจ.อ้อยโรงงานบ้านธารลำใย,firm
หจ.มินิโฟร์,firm
บจ.สถานี 79 มั่งมีเซอร์วิส จำกัด,firm
บจ.นายกร บุฟเฟ่ต์คาราโอเกะ จำกัด,firm
บจ.เนมเลส โรสเตอร์ แอนด์ ฟาวน์เดอร์ จำกัด,firm
บจ.ชัยอธิญา จำกัด,firm
บจ.กู๊ด แอเรียดีไซน์ จำกัด,firm
หจ.เอ็ม.อาร์.เอส เฮ้าส์,firm
บจ.พีเอ็นอาร์เอฟ จำกัด,firm
บจ.ก.เกษตร 999 จำกัด,firm
บจ.เฟรช อินโนเวชั่น จำกัด,firm
หจ.ธนภัทร เอ็นจิเนียริ่ง พาร์ท,firm
หจ.แปลงใหญ่ข้าว ต.เกตรี,firm
หจ.ภุชเคนทร์เฟอร์นิเจอร์,firm
บจ.เอ็นเค กันนิกา จำกัด,firm
หจ.ทรัพย์ไพศาลการเกษตร สูงเม่น,firm
บจ.กาเนช การบัญชี จำกัด,firm
หจ.ลานเทกิตเจริญ,firm
หจ.ภัสราพล,firm
หจ.โชควาสนา รุ่งเรือง,firm
บจ.เภตราวิลล์ จำกัด,firm
บจ.ช ชญานนท์ จำกัด,firm
หจ.เกรียงศักดิ์ โฮม,firm
บจ.เจดี คอร์ปอเรท จำกัด,firm
บจ.อีซี่ อี คอม จำกัด,firm
หจ.สามพาดพาณิชย์ ( 2021 ),firm
หจ.ทีเค ตุ๊กกี้ ทรานสปอร์ต 2016,firm
หจ.กลุ่มวิสาหกิจชุมชนนาแปลงใหญ่บ้านเชือกกลาง หมู่7,firm
หจ.พงศ์ปณต168,firm
บจ.พีเอเอ เอ็นจิเนียริ่ง จำกัด,firm
บจ.ดี.พี.ดี. อินดัสทรี่ เอ็นเตอร์ไพรส์ จำกัด,firm
หจ.เอ.เอ็น.เอ็น คัฟเวอริ่ง,firm
บจ.เอ็นดับบลิว เทรดดิ้ง ซัพพลาย จำกัด,firm
หจ.ทรีเอสเอฟ เทคโนโลยี,firm
หจ.มงคล เอ็นเตอร์ไพรส์ 2525,firm
บจ.หัวแคดดี้ จำกัด,firm
หจ.จิรญาการขนส่ง,firm
บจ.พอชทูล (ไทยแลนด์) จำกัด,firm
หจ.ศิริญญากร,firm
บจ.แปลงใหญ่ข้าว ธารปราสาท จำกัด,firm
หจ.แปลงใหญ่ข้าวบ้านหนองศิริราษฎร์ หมู่ 10,firm
หจ.วรกริน แอนด์ เจที,firm
หจ.แปลงใหญ่ข้าวบ้านไร่,firm
บจ.สวยรวยทรัพย์ 65142 จำกัด,firm
บจ.วาปเอ็กซ์เพลส จำกัด,firm
บจ.ทรัพย์เจริญรุ่งเรือง จำกัด,firm
หจ.แสงสุวรรณเกษตรภัณฑ์,firm
บจ.จงกล ดิจิทัล กรุ๊ป จำกัด,firm
บจ.จี-ไลน์ เทรดดิ้ง จำกัด,firm
หจ.ว.ทรัพย์ศิริ,firm
บจ.มิตร เวย์ โลจิสติกส์ จำกัด,firm
บจ.ธัญญรัตน์ 41 จำกัด,firm
บจ.แซน แอนด์ ซี พร๊อพเพอร์ตี้ จำกัด,firm
หจ.ย่างผักชี,firm
บจ.คิว จี ฟรานซ์ เรสเตอรองท์ จำกัด,firm
หจ.วิสาหกิจชุมชนกลุ่มข้าวแปลงใหญ่ ต.บ้านผือ,firm
หจ.ชรินทร์ เอ็กซ์เพลส,firm
บจ.ซี.เอ็น. ไลท์ อาร์ท จำกัด,firm
หจ.ณัฐธิชา ซัพพลาย แอนด์ เซอร์วิส,firm
หจ.จาคอบ วิศวกรรม,firm
บจ.คอสมีแคร์ จำกัด,firm
หจ.วิไลสิฏฐ์ คอนสตรัคชั่น,firm
บจ.พีเคพีอาร์สองหกบี จำกัด,firm
บจ.เบสเม้นท์ จำกัด,firm
หจ.นำเจริญ ก่อสร้าง 2021,firm
บจ.เอ็นเกิ้ล แอนด์ แอสโซซิเอทส์ จำกัด,firm
บจ.กรุงเทพ เดอะ สตีล จำกัด,firm
บจ.จูม่อน จำกัด,firm
บจ.เฟรนด์ เอ็กซ์เพรส จำกัด,firm
บจ.เอ บี โกลฟ อินดัสเทรียล จำกัด,firm
บจ.มีสุขดี ดีเวลลอปเม้นท์ จำกัด,firm
หจ.แปลงใหญ่ข้าวแม่ทะลบ,firm
บจ.ออล พลัส (ประเทศไทย) จำกัด,firm
บจ.เอสแอนด์เค อีโวลูชั่น เฮาส์ จำกัด,firm
บจ.บี เพาเวอร์ จำกัด,firm
หจ.เอ.เอ็ม.เอส. เทเลคอม,firm
บจ.อินฟินิตี้ แอสเสท เวิลด์ จำกัด,firm
บจ.ฮอไรซัน สตีล จำกัด,firm
หจ.ราพาซ่า คิดส์,firm
หจ.เลิศบุษกร,firm
หจ.เคที.อุบล.การก่อสร้าง,firm
บจ.สเปเชียลไลซ์ จำกัด,firm
หจ.โซฟิล่า เฟอร์นิเจอร์,firm
บจ.ทีแอนด์ดี คลาวด์โซลูชั่น จำกัด,firm
บจ.พีซี คอสเมติกส์ จำกัด,firm
บจ.ยูทียู โซล่า เอนเนอร์จี้ จำกัด,firm
บจ.ฐากูรวณิชย์ เทรดดิ้ง จำกัด,firm
บจ.อีซี่ บาร์เทอร์ จำกัด,firm
บจ.เจตน์จิณณ์ เมดิคอล จำกัด,firm
หจ.ฟอล์ยู แปดแปดแปด,firm
หจ.ทับทิมทอง สิทธิ,firm
บจ.โมลี่เบสท์(ประเทศไทย) จำกัด,firm
บจ.ฟู้ดสเฟียร์ จำกัด,firm
บจ.เดอวิชญ์บิ้วตี้ จำกัด,firm
หจ.กลุ่มแปลงใหญ่ปาล์มน้ำมัน ต.หานโพธิ์,firm
บจ.อะ บีน จำกัด,firm
บจ.มาวิน คอฟฟี่ โรสเตอร์ จำกัด,firm
หจ.บ้านฉันพาณิชย์,firm
บจ.โรงรับจำนำเหม่งจ๋าย ห้วยขวาง จำกัด,firm
หจ.สองยกกำลังสามครีเอชั่น,firm
หจ.พัชร คอนกรีต,firm
